contig_797_155	Adenylsucc_synt	PF00709.21	2.7e-184	614.9
contig_2606_3	Adenylsucc_synt	PF00709.21	1.1e-181	606.3
contig_125_16	Adenylsucc_synt	PF00709.21	1.6e-180	602.4
contig_2605_3	Adenylsucc_synt	PF00709.21	1.8e-178	595.7
contig_544_103	Adenylsucc_synt	PF00709.21	5.3e-173	577.7
contig_2834_43	Adenylsucc_synt	PF00709.21	4.2e-171	571.4
contig_1260_1	Adenylsucc_synt	PF00709.21	6.6e-166	554.3
contig_1017_17	Adenylsucc_synt	PF00709.21	3.9e-159	532.0
contig_3110_6	Adenylsucc_synt	PF00709.21	3.8e-155	518.9
contig_1644_261	Adenylsucc_synt	PF00709.21	2.1e-153	513.1
contig_742_97	Adenylsucc_synt	PF00709.21	9e-153	511.0
contig_1872_145	Adenylsucc_synt	PF00709.21	1.3e-139	467.7
contig_839_350	Adenylsucc_synt	PF00709.21	7.3e-91	307.1
contig_866_301	Adenylsucc_synt	PF00709.21	1.7e-90	305.9
contig_1397_341	Adenylsucc_synt	PF00709.21	4.6e-88	297.9
contig_3130_9	Adenylsucc_synt	PF00709.21	7.2e-52	178.6
contig_805_36	AdoHcyase	PF05221.17	2.8e-145	485.0
contig_3464_7	AdoHcyase	PF05221.17	3.2e-145	484.8
contig_1262_230	AdoHcyase	PF05221.17	6.7e-144	480.5
contig_1545_2	AdoHcyase	PF05221.17	4.4e-110	369.4
contig_1536_152	AdoHcyase	PF05221.17	4.8e-66	224.8
contig_1338_43	AdoHcyase	PF05221.17	1.7e-64	219.8
contig_1_107	AdoHcyase	PF05221.17	5.7e-61	208.2
contig_803_113	AdoHcyase	PF05221.17	1.3e-59	203.7
contig_1708_418	AdoHcyase	PF05221.17	6e-59	201.5
contig_3324_67	AdoHcyase	PF05221.17	1.3e-58	200.5
contig_1148_10	AdoHcyase	PF05221.17	8.8e-56	191.1
contig_1682_2	AdoHcyase	PF05221.17	2.1e-55	189.9
contig_506_10	AdoHcyase	PF05221.17	5e-55	188.7
contig_1398_103	AdoHcyase	PF05221.17	3.2e-53	182.7
contig_737_3	AdoHcyase	PF05221.17	1.5e-39	137.9
contig_432_103	AdoHcyase	PF05221.17	1.6e-36	127.9
contig_993_420	AdoHcyase	PF05221.17	2.4e-26	94.5
contig_993_419	AdoHcyase	PF05221.17	9.5e-14	53.1
contig_432_104	AdoHcyase	PF05221.17	2.5e-13	51.8
contig_737_4	AdoHcyase	PF05221.17	4.1e-09	37.9
contig_1826_2	AdoHcyase	PF05221.17	1.8e-08	35.8
contig_993_592	Archease	PF01951.16	7.9e-45	154.4
contig_1708_379	Archease	PF01951.16	1.3e-40	140.8
contig_2602_10	Archease	PF01951.16	5.4e-36	125.8
contig_382_157	Archease	PF01951.16	3.5e-33	116.7
contig_847_9	Archease	PF01951.16	1.1e-29	105.4
contig_537_26	Archease	PF01951.16	1.1e-27	98.9
contig_1568_22	Archease	PF01951.16	4.8e-21	77.3
contig_964_19	Archease	PF01951.16	3.8e-20	74.4
contig_1872_123	Archease	PF01951.16	2.3e-17	65.4
contig_866_932	ATP-synt_D	PF01813.17	5.8e-63	214.2
contig_3368_252	ATP-synt_D	PF01813.17	1.7e-61	209.4
contig_1974_42	ATP-synt_D	PF01813.17	2.2e-58	199.2
contig_747_27	ATP-synt_D	PF01813.17	9.8e-58	197.1
contig_381_299	ATP-synt_D	PF01813.17	1.2e-57	196.9
contig_2803_21	ATP-synt_D	PF01813.17	2.4e-57	195.8
contig_537_127	ATP-synt_D	PF01813.17	5.2e-56	191.5
contig_1020_31	ATP-synt_D	PF01813.17	7.5e-56	191.0
contig_770_279	ATP-synt_D	PF01813.17	2.9e-54	185.8
contig_1_335	ATP-synt_D	PF01813.17	9e-53	180.9
contig_1542_13	ATP-synt_D	PF01813.17	6.2e-52	178.2
contig_3346_4	ATP-synt_D	PF01813.17	1.5e-44	154.1
contig_1872_155	ATP-synt_D	PF01813.17	5.7e-42	145.7
contig_1081_1	ATP-synt_D	PF01813.17	4.3e-39	136.3
contig_3208_23	ATP-synt_D	PF01813.17	2.5e-36	127.3
contig_839_73	ATP-synt_D	PF01813.17	5.6e-36	126.1
contig_724_14	ATP-synt_D	PF01813.17	5.3e-32	113.1
contig_3324_108	ATP-synt_D	PF01813.17	2.1e-31	111.2
contig_2482_2	ATP-synt_D	PF01813.17	2.3e-27	98.0
contig_3368_249	ATP-synt_F	PF01990.17	4.4e-25	89.7
contig_3208_20	ATP-synt_F	PF01990.17	6.8e-25	89.1
contig_747_24	ATP-synt_F	PF01990.17	1.5e-23	84.8
contig_1542_18	ATP-synt_F	PF01990.17	3.8e-23	83.5
contig_839_77	ATP-synt_F	PF01990.17	1e-22	82.1
contig_866_927	ATP-synt_F	PF01990.17	1.4e-21	78.5
contig_3410_72	ATP-synt_F	PF01990.17	2.7e-21	77.5
contig_1_331	ATP-synt_F	PF01990.17	6.4e-21	76.4
contig_2803_18	ATP-synt_F	PF01990.17	8e-20	72.8
contig_1974_38	ATP-synt_F	PF01990.17	4.6e-17	64.0
contig_381_304	ATP-synt_F	PF01990.17	7.9e-16	60.0
contig_537_124	ATP-synt_F	PF01990.17	4.7e-15	57.6
contig_770_282	ATP-synt_F	PF01990.17	3.2e-14	54.9
contig_2482_6	ATP-synt_F	PF01990.17	8.8e-10	40.6
contig_1020_34	ATP-synt_F	PF01990.17	3.3e-08	35.6
contig_1397_124	CarS-like	PF01864.17	3.9e-67	227.5
contig_866_833	CarS-like	PF01864.17	8.4e-64	216.6
contig_839_181	CarS-like	PF01864.17	3.3e-46	159.3
contig_839_182	CarS-like	PF01864.17	4.6e-10	41.6
contig_3325_6	CarS-like	PF01864.17	2.9e-05	26.0
contig_1063_6	CarS-like	PF01864.17	0.00091	21.1
contig_993_81	CTP-dep_RFKase	PF01982.16	1.7e-35	123.7
contig_1708_280	CTP-dep_RFKase	PF01982.16	3.9e-30	106.3
contig_790_99	CTP-dep_RFKase	PF01982.16	4.2e-15	57.8
contig_790_100	CTP-dep_RFKase	PF01982.16	4.3e-12	48.1
contig_1708_110	Diphthamide_syn	PF01866.17	1.5e-84	286.0
contig_790_35	Diphthamide_syn	PF01866.17	1.5e-52	180.9
contig_993_35	Diphthamide_syn	PF01866.17	4.6e-45	156.3
contig_790_34	Diphthamide_syn	PF01866.17	5e-24	87.2
contig_993_34	Diphthamide_syn	PF01866.17	6e-24	86.9
contig_1397_373	DNA_primase_lrg	PF04104.14	3.8e-21	77.6
contig_866_770	DNA_primase_lrg	PF04104.14	4.8e-21	77.3
contig_839_827	DNA_primase_lrg	PF04104.14	3.9e-09	38.2
contig_1708_398	dsDNA_bind	PF01984.20	1.3e-28	101.4
contig_993_446	dsDNA_bind	PF01984.20	2.5e-27	97.2
contig_803_84	dsDNA_bind	PF01984.20	9.1e-26	92.2
contig_803_169	DUF357	PF04010.13	2e-16	61.7
contig_1708_463	DUF357	PF04010.13	8.8e-16	59.6
contig_866_630	DUF359	PF04019.12	5.6e-39	134.5
contig_1218_10	DUF359	PF04019.12	1.4e-37	130.0
contig_839_694	DUF359	PF04019.12	1.8e-07	32.7
contig_1708_116	DUF655	PF04919.12	7.4e-80	269.1
contig_790_43	DUF655	PF04919.12	5.1e-77	259.8
contig_993_43	DUF655	PF04919.12	9e-77	259.0
contig_1708_394	eIF-6	PF01912.18	2.8e-67	227.8
contig_803_81	eIF-6	PF01912.18	6.3e-61	207.1
contig_993_449	eIF-6	PF01912.18	2e-53	182.6
contig_1155_53	FbpA	PF05833.11	9e-140	468.3
contig_206_1	FbpA	PF05833.11	2.1e-139	467.1
contig_398_128	FbpA	PF05833.11	2.1e-139	467.1
contig_1164_10	FbpA	PF05833.11	6e-138	462.3
contig_747_163	FbpA	PF05833.11	3.4e-128	430.2
contig_798_49	FbpA	PF05833.11	3.5e-128	430.1
contig_232_23	FbpA	PF05833.11	1.9e-115	388.2
contig_3257_13	FbpA	PF05833.11	1.9e-115	388.2
contig_422_434	FbpA	PF05833.11	7.6e-115	386.2
contig_338_210	FbpA	PF05833.11	7.7e-111	373.0
contig_866_78	FbpA	PF05833.11	1.8e-103	348.7
contig_1708_665	FbpA	PF05833.11	6.3e-103	346.9
contig_847_212	FbpA	PF05833.11	2.7e-100	338.2
contig_3190_1	FbpA	PF05833.11	6.4e-80	271.0
contig_3349_30	FbpA	PF05833.11	8.6e-65	221.2
contig_544_252	FbpA	PF05833.11	5.6e-62	211.9
contig_839_1025	FbpA	PF05833.11	1.6e-60	207.1
contig_3370_187	FbpA	PF05833.11	1.3e-51	177.7
contig_770_290	FbpA	PF05833.11	1.7e-45	157.6
contig_2498_7	FbpA	PF05833.11	1.7e-16	62.0
contig_2220_93	FbpA	PF05833.11	2.8e-12	48.1
contig_839_1026	FbpA	PF05833.11	3.2e-09	38.0
contig_1146_10	Ham1p_like	PF01725.16	7.4e-65	220.3
contig_2075_18	Ham1p_like	PF01725.16	1.6e-63	215.9
contig_241_440	Ham1p_like	PF01725.16	3.6e-63	214.8
contig_1_409	Ham1p_like	PF01725.16	1.5e-62	212.7
contig_797_97	Ham1p_like	PF01725.16	5.8e-62	210.8
contig_1138_31	Ham1p_like	PF01725.16	6.8e-62	210.6
